article_id,dataset_id,type_true,type_pred,cat_id,cat_type,cat_article_id
10.1186_s12934-018-1005-9,PF15542,,Secondary,FP,FP,FP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.2a5f6c,Secondary,,TP,FN,TP
10.1130_ges01387.1,https://doi.org/10.5066/f7qn64xq,Secondary,,TP,FN,TP
10.1186_s12866-019-1542-3,https://doi.org/10.21886/2219-8075-2017-8-3-17-22,,Primary,FP,FP,FP
10.1080_21645515.2023.2189598,ENSMMUT00000008499,Secondary,Secondary,TP,TP,TP
10.1590_1678-4499.20190067,https://doi.org/10.15809/irriga.2012v17n2p245,,Primary,FP,FP,FP
10.1186_s12859-016-0922-z,SRR950080,,Secondary,FP,FP,FP
10.3390_v11060565,EPI1184004,Secondary,Secondary,TP,TP,TP
10.1371_journal.pcbi.1011828,PXD031556,Secondary,Secondary,TP,TP,TP
10.1038_s41598-020-59839-x,ENSOARG00000002144,,Secondary,FP,FP,TP
10.3133_ofr20231026,https://doi.org/10.5066/f7dz0771,,Primary,TP,FP,TP
10.12688_f1000research.13064.1,https://doi.org/10.5256/f1000research.14708.r29258,,Primary,FP,FP,TP
10.1038_s41597-023-02280-2,EMPIAR-10532,Secondary,Secondary,TP,TP,TP
10.7554_elife.29944,NC_001640.1,,Secondary,FP,FP,TP
10.5194_tc-17-3617-2023,https://doi.org/10.5281/zenodo.5109574,,Primary,FP,FP,TP
10.1130_ges01387.1,https://doi.org/10.5066/f7qn64xq,,Primary,TP,FP,TP
10.1002_chem.202001668,K01438,,Secondary,FP,FP,FP
10.1186_s13020-020-00307-z,https://doi.org/10.4166/kjg.2015.66.6.312,,Primary,FP,FP,FP
10.1371_journal.pone.0159387,PRJNA217894,Secondary,Secondary,TP,TP,TP
10.1038_s41598-021-85671-y,https://doi.org/10.5281/zenodo.3632567,,Primary,FP,FP,TP
10.1093_beheco_arad016,https://doi.org/10.5061/dryad.rxwdbrvdc,Primary,Primary,TP,TP,TP
10.1186_s13104-019-4058-x,https://doi.org/10.2106/00004623-199173090-00004,,Primary,FP,FP,FP
10.1186_s12864-019-6099-x,SRR8906256,,Secondary,FP,FP,FP
10.1107_s2059798322005691,https://doi.org/10.18150/vaojlj,Primary,Primary,TP,TP,TP
10.1186_s12864-019-5872-1,ENSDARG00000023445,,Secondary,FP,FP,FP
10.1029_2021gl096173,https://doi.org/10.25326/09,,Primary,TP,FP,TP
10.12688_f1000research.13852.1,https://doi.org/10.5256/f1000research.13852.d195529,Primary,Primary,TP,TP,TP
10.4025_actasciagron.v40i1.39392,https://doi.org/10.15316/sjafs.2017.9,,Primary,FP,FP,FP
10.1038_s41597-019-0101-y,SAMN10880027,,Primary,FP,FP,TP
10.3389_fmicb.2024.1456637,SAMN08172567,,Primary,TP,FP,TP
10.1186_s12859-016-0922-z,SRR950086,,Secondary,FP,FP,FP
10.3390_v11060565,EPI1019551,Secondary,Secondary,TP,TP,TP
10.1128_JVI.01717-21,EPI_ISL_332395,Primary,,TP,FN,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.ah5fq7,,Primary,TP,FP,TP
10.1590_0102.3772e35417,https://doi.org/10.2223/jped.2042,,Primary,FP,FP,FP
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163782,Primary,Primary,TP,TP,TP
10.1101_096297,PRJEB14673,,Secondary,FP,FP,TP
10.1002_ece3.3985,https://doi.org/10.4159/harvard.9780674433960,,Primary,FP,FP,FP
10.1111_1365-2664.13168,https://doi.org/10.5253/078.095.0102,,Primary,FP,FP,TP
10.1186_s12864-019-6131-1,SRR2028042,,Secondary,FP,FP,FP
10.1128_spectrum.00422-24,K02389,Secondary,Secondary,TP,TP,TP
10.1186_s12915-018-0584-6,CVCL_0188,,Secondary,FP,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.5066/p96zbxk8,,Primary,FP,FP,TP
10.14379_iodp.proc.390393.208.2024,https://doi.org/10.1594/pangaea.964943,Primary,Primary,TP,TP,TP
10.1186_s40478-018-0561-x,GSE110717,,Secondary,FP,FP,FP
10.5194_essd-12-1287-2020,https://doi.org/10.3989/scimar.2005.69s15,,Primary,FP,FP,TP
10.1186_s12870-018-1542-8,GSE77637,,Secondary,FP,FP,FP
10.1186_s12933-019-0813-5,https://doi.org/10.5888/pcd14.160438,,Primary,FP,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.5066/p9f7k9f2,,Primary,FP,FP,TP
10.1371_journal.pone.0262974,7nmq,Secondary,,FN,FN,FN
10.7717_peerj.10452,SAMN16233645,Primary,Primary,TP,TP,TP
10.1038_s41597-019-0101-y,SAMN10880031,,Primary,FP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_293290,,Secondary,TP,FP,TP
10.7554_eLife.72626,https://doi.org/10.6019/chembl.database.23,,Primary,FP,FP,TP
10.1590_1809-2950_19003927012020,https://doi.org/10.4187/respcare.05306,,Primary,FP,FP,FP
10.1186_s13073-020-00727-4,PRJNA606748,,Secondary,FP,FP,FP
10.1186_s40793-015-0095-9,https://doi.org/10.1264/jsme2.me14127,,Primary,FP,FP,FP
10.7717_peerj.10452,https://doi.org/10.1263/jbb.101.42,,Primary,FP,FP,TP
10.7717_peerj.12422,https://doi.org/10.2807/ese.15.27.19606-en,,Primary,FP,FP,TP
10.1038_s41396-020-00885-8,IPR008139,Secondary,Secondary,TP,TP,TP
10.3389_fmicb.2024.1456637,SAMN17525956,Secondary,,TP,FN,TP
10.1016_j.molcel.2018.11.006,GSE44672,,Secondary,FP,FP,TP
10.1016_j.jlp.2022.104761,https://doi.org/10.23642/usn.15134442,Primary,,FN,FN,TP
10.1186_s13059-019-1918-6,GSE118622,,Secondary,FP,FP,FP
10.1590_0104-6632.20190362s20180340,https://doi.org/10.21168/rega.v9n2,,Primary,FP,FP,FP
10.1111_1365-2656.12501,https://doi.org/10.5061/dryad.m02hm,Primary,Primary,TP,TP,TP
10.1128_JVI.01717-21,EPI_ISL_332358,,Secondary,TP,FP,TP
10.1038_sdata.2017.167,https://doi.org/10.5061/dryad.sm847,Primary,Primary,TP,TP,TP
10.1371_journal.pcbi.1011828,PXD002137,Secondary,Secondary,TP,TP,TP
10.1186_s13068-018-1316-4,https://doi.org/10.3347/kjp.2016.54.1.71,,Primary,FP,FP,FP
10.1186_s12866-020-01863-y,CP041215,,Secondary,FP,FP,FP
10.1371_journal.pone.0070749,https://doi.org/10.5061/dryad.5q1sb.1,Primary,,FN,FN,TP
10.1038_s41597-019-0101-y,SAMN10880039,,Primary,FP,FP,TP
10.1186_s13007-019-0403-2,https://doi.org/10.1626/pps.16.9,,Primary,FP,FP,FP
10.1186_s13072-019-0285-6,GSE98063,,Secondary,FP,FP,FP
10.1038_s41597-019-0101-y,SAMN10880020,,Primary,FP,FP,TP
10.1186_s12864-018-5054-6,SRP160000,,Secondary,FP,FP,FP
10.1186_s13059-020-1949-z,GSE133549,,Secondary,FP,FP,FP
10.3897_zoologia.35.e23481,https://doi.org/10.4039/ent91293-5,,Primary,FP,FP,FP
10.1073_pnas.1915395117,https://doi.org/10.5281/zenodo.3575174,,Primary,FP,FP,TP
10.1371_journal.pone.0188323,https://doi.org/10.13020/d6wx0s,Primary,Primary,TP,TP,TP
10.5194_essd-2023-187,https://doi.org/10.17882/94040,,Primary,FP,FP,TP
10.1093_beheco_arz101,https://doi.org/10.5061/dryad.4dj6042,Primary,Primary,TP,TP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr30770.v1,Secondary,,TP,FN,TP
10.1186_s13326-019-0195-3,https://doi.org/10.1370/afm.821,,Primary,FP,FP,FP
10.3390_v11060565,D10700,Secondary,,FN,FN,TP
10.1038_s41598-024-56373-y,https://doi.org/10.18454/jbg.2017.3.5.1,,Primary,FP,FP,TP
10.1038_s41597-019-0101-y,SAMN10880030,,Primary,FP,FP,TP
10.7554_elife.29944,https://doi.org/10.23867/ri0033d,,Primary,FP,FP,TP
10.1371_journal.pone.0212669,E-GEOD-64415,Secondary,Secondary,TP,TP,TP
10.1186_s12864-019-5872-1,ENSDARG00000058821,,Secondary,FP,FP,FP
10.1111_cas.12935,HPA001612,Secondary,Secondary,TP,TP,TP
10.1107_s2059798322005691,https://doi.org/10.18150/r8vj7v,Primary,Primary,TP,TP,TP
10.5194_se-13-1541-2022,https://doi.org/10.1594/pangaea.938422,Primary,Primary,TP,TP,TP
10.1186_s12870-020-02651-6,erx234,,Secondary,FP,FP,FP
10.1007_s00259-022-06053-8,https://doi.org/10.7937/k9/tcia.2017.7hs46erv,Secondary,,TP,FN,TP
10.1177_0018720820970751,https://doi.org/10.1518/001872007x215656,,Primary,FP,FP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.92jj3s,,Primary,TP,FP,TP
10.1021_acsomega.3c06074,CHEMBL2424928,Secondary,Secondary,TP,TP,TP
10.1186_s13568-018-0680-6,https://doi.org/10.1079/pns19960088,,Primary,FP,FP,FP
10.5194_essd-2023-198,https://doi.org/10.17882/94146,Primary,Primary,TP,TP,TP
10.1186_s12864-019-5872-1,ENSDARG00000060016,,Secondary,FP,FP,FP
10.1186_s12859-016-0922-z,SRR881451,,Secondary,FP,FP,FP
10.1029_2019jg005297,https://doi.org/10.1614/wsd1200156.1,,Primary,FP,FP,TP
10.3133_ofr20231026,https://doi.org/10.3398/064.077.0104,,Primary,FP,FP,TP
10.1186_s40478-018-0561-x,GSE110716,,Secondary,FP,FP,FP
10.1186_s12881-019-0773-3,https://doi.org/10.4238/gmr.15028349,,Primary,FP,FP,FP
10.1093_sysbio_syy011,https://doi.org/10.5061/dryad.739bs,Primary,Primary,TP,TP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr33525.v1,Secondary,,TP,FN,TP
10.5194_essd-2023-198,https://doi.org/10.17882/94032,Primary,Primary,TP,TP,TP
10.3390_s23177333,https://doi.org/10.5281/zenodo.8090619,Secondary,,TP,FN,TP
10.1038_s41598-020-59839-x,ENSOARG00000003950,Secondary,Secondary,TP,TP,TP
10.1101_2022.07.21.501061,https://doi.org/10.5061/dryad.547d7wmc2,,Primary,FP,FP,TP
10.7554_eLife.72626,CHEMBL3733336,,Secondary,TP,FP,TP
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d196240,,Primary,FP,FP,TP
10.3897_neobiota.82.87455,https://doi.org/10.2989/20702620.2014.999305,,Primary,FP,FP,TP
10.1111_ddi.13153,https://doi.org/10.3161/15081109acc2019.21.1.003,,Primary,FP,FP,FP
10.7554_eLife.72626,CHEMBL3733336,Primary,,TP,FN,TP
10.1021_acsomega.3c06074,CHEMBL1782574,Secondary,Secondary,TP,TP,TP
10.5194_amt-15-3969-2022,https://doi.org/10.5067/modis/myd06_l2.006,Secondary,,TP,FN,TP
10.1186_s12920-020-00737-6,https://doi.org/10.17044/nbis/g000003,,Primary,FP,FP,FP
10.1111_1365-2435.13087,erp045,,Secondary,FP,FP,TP
10.1186_s12859-016-0922-z,SRR873822,,Secondary,FP,FP,FP
10.3390_d13010019,https://doi.org/10.6073/pasta/eeb59ddf840c51b93c4bc7b765d4d59f,Primary,Primary,TP,TP,TP
10.3390_v11060565,https://doi.org/10.3382/ps/pez011,,Primary,FP,FP,TP
10.12688_f1000research.11698.1,https://doi.org/10.1249/00005768-199401000-00017,,Primary,FP,FP,TP
10.1128_spectrum.00422-24,K03413,,Secondary,FP,FP,TP
10.3390_d13010019,https://doi.org/10.3170/2008-8-18374,,Primary,FP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_445002,Primary,,TP,FN,TP
10.3390_s19030479,https://doi.org/10.2200/s00196ed1v01y200906aim006,,Primary,FP,FP,TP
10.1186_s13148-019-0719-9,https://doi.org/10.6004/jnccn.2019.0001,,Primary,FP,FP,FP
10.1038_s41598-020-59839-x,ENSBTAG00000009143,,Secondary,FP,FP,TP
10.1242_dev.138545,https://doi.org/10.3181/00379727-135-34985,,Primary,FP,FP,TP
10.1093_nar_gkp1049,3.40.50.620,Secondary,,FN,FN,TP
10.3389_fmicb.2024.1456637,SAMN07159045,,Primary,TP,FP,TP
10.3389_feart.2023.1205211,https://doi.org/10.2343/geochemj.38.129,,Primary,FP,FP,TP
10.1038_s41597-019-0101-y,SAMN10880017,,Primary,FP,FP,TP
10.1371_journal.pcbi.1011828,E-PROT-103,Secondary,Secondary,TP,TP,TP
10.1002_ece3.5395,https://doi.org/10.1675/1524-4695,,Primary,FP,FP,FP
10.21105_joss.04237,https://doi.org/10.7927/h49c6vhw,,Primary,FP,FP,TP
10.1002_ecs2.4619,PASTA/D835832D7FD00D9E4466E44EEA87FAB3,,Secondary,FP,FP,TP
10.1186_s12903-018-0656-6,https://doi.org/10.7439/ijbar.v7i6.3269,,Primary,FP,FP,FP
10.1080_21645515.2023.2189598,ENSMMUT00000007289,Secondary,Secondary,TP,TP,TP
10.1109_access.2024.3385658,https://doi.org/10.5281/zenodo.10908593,Primary,Primary,TP,TP,TP
10.1029_2023wr035126,https://doi.org/10.5281/zenodo.7859686,,Primary,FP,FP,TP
10.1111_mec.16743,https://doi.org/10.5066/p93r9uel,Secondary,,TP,FN,TP
10.1371_journal.pone.0159387,PRJNA293,Secondary,Secondary,TP,TP,TP
10.1038_s41598-020-59839-x,IPR014760,Secondary,Secondary,TP,TP,TP
10.21105_joss.04237,https://doi.org/10.5281/zenodo.2592232,,Primary,FP,FP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36398.v1,Secondary,,TP,FN,TP
10.1029_2019jg005297,https://doi.org/10.5061/dryad.pp045j3,Primary,Primary,TP,TP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.waw9qx,Secondary,,TP,FN,TP
10.1111_1365-2435.13569,https://doi.org/10.5061/dryad.9s4mw6mbw,Primary,Primary,TP,TP,TP
10.3389_fmicb.2024.1456637,SAMN12620697,Secondary,,TP,FN,TP
10.1186_s12859-016-0904-1,https://doi.org/10.14778/1687553.1687609,,Primary,FP,FP,FP
10.1186_s12866-020-01863-y,SRX7550679,,Secondary,FP,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.5066/f7930r7p,,Primary,FP,FP,TP
10.1038_s41597-019-0101-y,SAMN10880033,,Primary,FP,FP,TP
10.1038_s41597-019-0101-y,SAMN10880024,,Primary,FP,FP,TP
10.1080_21645515.2023.2189598,ENSMMUT00000006359,,Secondary,FP,FP,TP
10.3389_fpls.2023.1160645,https://doi.org/10.7176/jstr/5-3-04,,Primary,FP,FP,TP
10.1038_s41396-020-00885-8,PF00484,Secondary,Secondary,TP,TP,TP
10.3389_feart.2023.1205211,https://doi.org/10.5066/p9j10nh5,Primary,Primary,TP,TP,TP
10.1101_096297,PRJEB15190,,Secondary,FP,FP,TP
10.1186_s12903-018-0656-6,https://doi.org/10.4317/medoral.17778,,Primary,FP,FP,FP
10.1111_cas.12935,Q12907,Secondary,,FN,FN,TP
10.1111_1365-2745.13449,PRJNA627488,,Secondary,FP,FP,TP
10.1186_s13024-018-0254-8,GSE65067,,Secondary,FP,FP,FP
10.1186_s12943-019-1017-z,SRP149488,,Secondary,FP,FP,FP
10.1186_s40168-018-0550-0,SRP058493,,Secondary,FP,FP,FP
10.1111_mec.16977,PRJNA955776,,Secondary,FP,FP,TP
10.3389_fmicb.2024.1456637,SAMN12620693,,Primary,TP,FP,TP
10.1111_bph.14747,ENSFM00500000270960,,Secondary,FP,FP,FP
10.1590_0104-530x4900-19,https://doi.org/10.1057/palgrave.jors.2602412,,Primary,FP,FP,FP
10.1038_s41597-023-02280-2,EMPIAR-10017,Secondary,Secondary,TP,TP,TP
10.3389_fcimb.2024.1292467,EPI_ISL_1626969,Secondary,Secondary,TP,TP,TP
10.1534_g3.119.400401,PRJNA488050,,Secondary,FP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_293287,,Secondary,TP,FP,TP
10.1038_s41396-020-00885-8,IPR012338,Secondary,Secondary,TP,TP,TP
10.1242_dev.138545,https://doi.org/10.1679/aohc.66.123,,Primary,FP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_293288,,Secondary,TP,FP,TP
10.1186_s12864-019-5872-1,ENSDARG00000003403,,Secondary,FP,FP,FP
10.7717_peerj.10452,SAMN16233661,Primary,Primary,TP,TP,TP
10.3390_microorganisms8121872,CHEMBL4065616,Secondary,Secondary,TP,TP,TP
10.1080_21645515.2023.2189598,NM_001127631,,Secondary,FP,FP,TP
10.1038_s41597-019-0101-y,GSE130386,Primary,,TP,FN,TP
10.1111_2041-210x.13817,https://doi.org/10.5061/dryad.fn2z34tw7,Primary,Primary,TP,TP,TP
10.1073_pnas.2306723120,https://doi.org/10.22541/au.161273878.82956729/v1,,Primary,FP,FP,TP
10.1371_journal.pcbi.1011828,E-PROT-104,Secondary,Secondary,TP,TP,TP
10.1080_21645515.2023.2189598,https://doi.org/10.12998/wjcc.v6.i11.426,,Primary,FP,FP,TP
10.1093_nar_gkp1049,3.90.228.10,Secondary,,FN,FN,TP
10.1186_s12934-018-1005-9,PF12639,,Secondary,FP,FP,FP
10.1186_s12863-017-0513-7,Drp1,,Secondary,FP,FP,FP
10.7554_eLife.63194,PF02170,Secondary,Secondary,TP,TP,TP
10.1002_esp.5058,https://doi.org/10.5066/p9fw6e8k,,Primary,FP,FP,TP
10.1016_j.scitotenv.2024.171850,https://doi.org/10.31223/osf.io/e69bz,,Primary,FP,FP,TP
10.1371_journal.pone.0159387,PRJNA20133,Secondary,Secondary,TP,TP,TP
10.1080_21645515.2023.2189598,ENSMMUT00000043132,Secondary,Secondary,TP,TP,TP
10.5194_acp-2021-570,https://doi.org/10.22033/esgf/cmip6.1621,Secondary,,FN,FN,TP
10.12688_f1000research.13483.1,https://doi.org/10.5256/f1000research.14641.r31452,,Primary,FP,FP,TP
10.1186_s12864-015-2206-9,SRX862745,,Secondary,FP,FP,FP
10.3389_fcimb.2024.1292467,EPI_ISL_2340662,Secondary,Secondary,TP,TP,TP
10.1007_s00259-022-06053-8,https://doi.org/10.7937/tcia.2019.30ilqfcl,Secondary,,TP,FN,TP
10.1101_096297,PRJEB11897,,Secondary,FP,FP,TP
10.3133_fs20233046,https://doi.org/10.5066/p9ys1x7p,Primary,Primary,TP,TP,TP
10.1186_s12866-020-01863-y,SRX7550680,,Secondary,FP,FP,FP
10.1029_2018gl078007,https://doi.org/10.5061/dryad.886pr72,Primary,Primary,TP,TP,TP
10.3389_fpls.2023.1160645,https://doi.org/10.4038/jas.v8i2.5743,,Primary,FP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_293287,Primary,,TP,FN,TP
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163790,Primary,Primary,TP,TP,TP
10.1186_s12864-015-2206-9,SRX015790,,Secondary,FP,FP,FP
10.1093_bib_bbab395,https://doi.org/10.5281/zenodo.4923158,Primary,Primary,TP,TP,TP
10.1128_spectrum.00422-24,K02398,Secondary,Secondary,TP,TP,TP
10.3390_v11060565,EPI954555,Secondary,Secondary,TP,TP,TP
10.1038_s41597-022-01555-4,https://doi.org/10.7937/k9/tcia.2016.hdhpgjlk,Secondary,,TP,FN,TP
10.1177_0018720820970751,https://doi.org/10.4121/13077797,Primary,Primary,TP,TP,TP
10.18438_eblip29674,https://doi.org/10.6078/d1k419,Primary,Primary,TP,TP,TP
10.1098_rsos.170796,https://doi.org/10.1504/ijep.2008.02057,,Primary,FP,FP,TP
10.1534_genetics.120.303190,https://doi.org/10.25386/genetics.12136941,Primary,Primary,TP,TP,TP
10.5194_se-13-1541-2022,https://doi.org/10.2312/gfz.b103-08095,,Primary,FP,FP,TP
10.1186_s12920-019-0628-y,GSE16476,,Secondary,FP,FP,FP
10.1186_s12862-015-0558-z,https://doi.org/10.1353/pbm.2014.0006,,Primary,FP,FP,FP
10.1186_s13059-020-1949-z,GSM3630203,,Secondary,FP,FP,FP
10.1186_s12870-020-2295-8,PRJNA605850,,Secondary,FP,FP,FP
10.1186_s13059-017-1200-8,https://doi.org/10.5281/zenodo.437554,,Primary,FP,FP,FP
10.1093_nar_gkp1049,3.90.1200.10,Secondary,,FN,FN,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr37062.v1,Secondary,,TP,FN,TP
10.1002_mp.14424,https://doi.org/10.7937/k9/tcia.2015.pf0m9rei,Secondary,,TP,FN,TP
10.1038_s41598-020-59839-x,IPR020858,Secondary,Secondary,TP,TP,TP
10.1186_s12859-016-0922-z,SRR881272,,Secondary,FP,FP,FP
10.1111_ddi.13161,https://doi.org/10.13020/z71wjx69,,Primary,FP,FP,FP
10.1371_journal.pone.0262974,4k1p,Secondary,,FN,FN,FN
10.1186_s13024-018-0266-4,HPA008918,,Secondary,FP,FP,FP
10.1016_j.ast.2022.107401,https://doi.org/10.1166/jcsmd,,Primary,FP,FP,TP
10.1186_s12915-018-0498-3,https://doi.org/10.2323/jgam.41.31,,Primary,FP,FP,FP
10.1371_journal.pone.0212669,E-GEOD-45216,Secondary,Secondary,TP,TP,TP
10.1038_s41396-020-00885-8,IPR002889,Secondary,Secondary,TP,TP,TP
10.1371_journal.pcbi.1011828,E-PROT-109,Secondary,Secondary,TP,TP,TP
10.1186_s12881-019-0773-3,https://doi.org/10.1258/acb.2010.010025,,Primary,FP,FP,FP
10.1186_s13072-019-0285-6,GSE51176,,Secondary,FP,FP,FP
10.1590_1809-2950_19008627012020,https://doi.org/10.3352/jeehp.2017.14.23,,Primary,FP,FP,FP
10.1186_s12859-018-2263-6,GSE994,,Secondary,FP,FP,FP
10.1186_s12931-019-1001-6,https://doi.org/10.1245/s10434-016-5668-3,,Primary,FP,FP,FP
10.1029_2023wr035126,https://doi.org/10.5066/p9cc9jex,,Primary,FP,FP,TP
10.1186_s13059-019-1924-8,GSE63525,,Secondary,FP,FP,FP
10.3389_fcimb.2024.1292467,EPI_ISL_2340614,Secondary,Secondary,TP,TP,TP
10.1186_s12885-020-06724-5,https://doi.org/10.31557/apjcp.2019.20.1.135,,Primary,FP,FP,FP
10.1371_journal.pcbi.1011828,E-PROT-101,Secondary,Secondary,TP,TP,TP
10.5194_acp-22-5701-2022,https://doi.org/10.1256/00359000260498914,,Primary,FP,FP,TP
10.1016_j.websem.2024.100815,https://doi.org/10.17863/cam.82548,Primary,Primary,TP,TP,TP
10.1038_s41467-018-07681-1,https://doi.org/10.5281/zenodo.1472500,Primary,Primary,TP,TP,TP
10.1016_j.molcel.2018.11.006,GSE79360,,Secondary,FP,FP,TP
10.7554_elife.73695,https://doi.org/10.5281/zenodo.5905742,,Primary,FP,FP,TP
10.7717_peerj.10452,SAMN16233648,Primary,Primary,TP,TP,TP
10.1371_journal.pcbi.1011828,PXD001676,Secondary,Secondary,TP,TP,TP
10.3133_cir1497,https://doi.org/10.5066/f7nc5zfm,Secondary,,TP,FN,TP
10.1016_j.dib.2022.108797,https://doi.org/10.1594/pangaea.949117,Primary,Primary,TP,TP,TP
10.7554_eLife.63194,PF00680,,Secondary,FP,FP,TP
10.1093_evolut_qpad206,https://doi.org/10.5061/dryad.d2547d87h,Primary,,FN,FN,TP
10.1107_s2059798322005691,https://doi.org/10.18150/lienz5,Primary,Primary,TP,TP,TP
10.1038_s41597-019-0101-y,https://doi.org/10.5344/ajev.2014.14104,,Primary,FP,FP,TP
10.1017_rdc.2022.19,https://doi.org/10.11588/data/10100,Secondary,,FN,FN,FN
10.7717_peerj.10452,SAMN16233649,Primary,Primary,TP,TP,TP
10.21105_joss.04237,https://doi.org/10.5067/modis,,Primary,FP,FP,TP
10.3897_neobiota.82.87455,https://doi.org/10.15468/dl.yjd4cg,,Primary,TP,FP,TP
10.1186_s13072-019-0285-6,GSE49739,,Secondary,FP,FP,FP
10.1128_JVI.01717-21,EPI_ISL_445052,,Secondary,TP,FP,TP
10.1364_oe.25.001985,https://doi.org/10.15125/bath-00325,Primary,Primary,TP,TP,TP
10.1038_s41598-024-56373-y,STH00996,Secondary,Secondary,TP,TP,TP
10.1098_rspb.2015.2726,https://doi.org/10.5061/dryad.2fp25,Primary,,FN,FN,FN
10.1002_2017jc013030,https://doi.org/10.5670/oceanog.2014,,Primary,FP,FP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.yc59mu,Secondary,,TP,FN,TP
10.1371_journal.pone.0159387,PRJNA65043,Secondary,Secondary,TP,TP,TP
10.1617_s11527-023-02260-3,https://doi.org/10.1680/jtran.18.00040,,Primary,FP,FP,TP
10.1186_s12882-019-1494-8,https://doi.org/10.2215/cjn.06870909,,Primary,FP,FP,FP
10.12688_f1000research.13483.1,https://doi.org/10.5256/f1000research.13483.d188591,Primary,Primary,TP,TP,TP
10.1080_21645515.2023.2189598,ENSMMUT00000015979,Secondary,Secondary,TP,TP,TP
10.1371_journal.pone.0159387,PRJNA185511,Secondary,Secondary,TP,TP,TP
10.3389_fmicb.2024.1456637,SAMN03019926,,Primary,FP,FP,TP
10.1186_s40168-018-0550-0,https://doi.org/10.14806/ej.17.1.200,,Primary,FP,FP,FP
10.1029_2020jf005675,https://doi.org/10.2151/jmsj.2018016,,Primary,FP,FP,TP
10.1186_s12864-019-5872-1,ENSDARG00000074636,,Secondary,FP,FP,FP
10.5194_acp-22-5701-2022,https://doi.org/10.24381/cds.adbb2d47,,Primary,FP,FP,TP
10.1128_spectrum.00422-24,K02414,Secondary,Secondary,TP,TP,TP
10.3390_v11060565,EPI1184005,Secondary,Secondary,TP,TP,TP
10.1186_s13059-020-1949-z,GSM3630201,,Secondary,FP,FP,FP
10.1098_rspb.2015.2764,https://doi.org/10.5061/dryad.447sq,Primary,,FN,FN,FN
10.3390_rs4102923,https://doi.org/10.1594/pangaea.780464,,Primary,TP,FP,TP
10.7554_elife.29944,https://doi.org/10.5252/g2011n3a5,,Primary,FP,FP,TP
10.1080_21645515.2023.2189598,ENSMMUT00000013362,Secondary,Secondary,TP,TP,TP
10.1364_oe.25.001985,K03197,,Secondary,FP,FP,TP
10.3390_v11060565,KX000734,Secondary,Secondary,TP,TP,TP
10.1128_spectrum.00422-24,K02387,,Secondary,FP,FP,TP
10.1186_s12866-020-01863-y,SAMN14519337,,Primary,FP,FP,FP
10.1371_journal.pcbi.1011828,E-PROT-102,Secondary,Secondary,TP,TP,TP
10.3389_fmicb.2024.1456637,SAMN12620700,Secondary,,TP,FN,TP
10.1038_s41598-020-59839-x,ENSBTAG00000018517,,Secondary,FP,FP,TP
10.12688_f1000research.13064.1,https://doi.org/10.5256/f1000research.14708.r29257,,Primary,FP,FP,TP
10.3389_fmicb.2024.1456637,SAMN12620692,,Primary,TP,FP,TP
10.1111_cas.12935,HPA001426,Secondary,Secondary,TP,TP,TP
10.1186_s12859-016-0938-4,GSM915175,,Secondary,FP,FP,FP
10.7554_eLife.72626,CHEMBL3347551,Primary,,TP,FN,TP
10.1101_096297,PRJEB9450,,Secondary,FP,FP,TP
10.5194_acp-22-5701-2022,https://doi.org/10.6096/aeroclo.1754,Secondary,,TP,FN,TP
10.1186_s12882-019-1494-8,https://doi.org/10.2215/cjn.00580111,,Primary,FP,FP,FP
10.3389_fmicb.2024.1456637,SAMN12620703,Secondary,,TP,FN,TP
10.1186_s12864-019-5872-1,PRJDB4785,,Secondary,FP,FP,FP
10.1186_s12915-018-0584-6,CVCL_0123,,Secondary,FP,FP,FP
10.12688_f1000research.10556.1,https://doi.org/10.5256/f1000research.10556.d148744,Primary,Primary,TP,TP,TP
10.1590_1809-4430-eng.agric.v40n1p24-33_2020,https://doi.org/10.7127/rbai.v7n400168,,Primary,FP,FP,FP
10.1029_2023ea002840,https://doi.org/10.3763/ghgmm.2010.0007,,Primary,FP,FP,TP
10.3389_fmicb.2024.1456637,SAMN33094099,,Primary,FP,FP,TP
