article_id,dataset_id,type_true,type_pred,cat_id,cat_type
10.3389_fmicb.2024.1456637,SAMN08172567,,Primary,TP,FP
10.1186_s13024-018-0266-4,HPA008918,,Secondary,FP,FP
10.1371_journal.pone.0262974,2nrj,Secondary,,FN,FN
10.1186_s13059-019-1749-5,https://doi.org/10.13039/501100000024,,Primary,FP,FP
10.3390_v11060565,EPI1019558,Secondary,Secondary,TP,TP
10.1186_s12859-016-0922-z,SRR950082,,Secondary,FP,FP
10.1111_ggr.12517,https://doi.org/10.5281/zenodo.7804445,Primary,,FN,FN
10.1186_s13617-019-0084-6,Missing,Missing,,FN,FN
10.1107_s1600536812019885,Missing,Missing,,FN,FN
10.1186_s12866-020-01863-y,SAMN13481355,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1143/jpsj.59.2508,,Primary,FP,FP
10.1186_s40170-018-0185-4,https://doi.org/10.13039/501100002794,,Primary,FP,FP
10.1371_journal.pone.0139215,https://doi.org/10.5061/dryad.27m63,Primary,Primary,TP,TP
10.1186_s12934-018-1005-9,PF06013,,Secondary,FP,FP
10.1371_journal.pcbi.1011828,PXD005693,Secondary,Secondary,TP,TP
10.3389_feart.2023.1205211,https://doi.org/10.1002/2012tc003264,,Primary,FP,FP
10.1039_d2cc00847e,https://doi.org/10.1039/d0sc01467b,,Primary,FP,FP
10.1128_spectrum.00422-24,K03412,,Secondary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1016/j.fooweb.2018.e00105,,Primary,FP,FP
10.1371_journal.pcbi.1011828,PXD014511,Secondary,Secondary,TP,TP
10.1080_21645515.2023.2189598,NM_001257671,,Secondary,FP,FP
10.1103_physrevresearch.4.023008,https://doi.org/10.1103/physrevlett.100.077003,,Primary,FP,FP
10.7554_eLife.63194,PF05183,Secondary,Secondary,TP,TP
10.3390_d13010019,https://doi.org/10.1002/ecs2.2087,,Primary,FP,FP
10.1136_jitc-2021-003114,CVCL_1916,Secondary,Secondary,TP,TP
10.3390_microorganisms8121872,CHEMBL408500,Secondary,Secondary,TP,TP
10.1186_s11658-018-0120-2,GSE2280,,Secondary,FP,FP
10.3389_fmicb.2024.1456637,SAMN07159041,,Primary,TP,FP
10.7554_elife.73695,https://doi.org/10.1186/2051-3933-1-3,,Primary,FP,FP
10.3389_fmicb.2024.1456637,SAMN12620704,,Primary,TP,FP
10.7554_eLife.72626,https://doi.org/10.1158/0008-5472.can-11-3546,,Primary,FP,FP
10.1039_d2cc00847e,https://doi.org/10.13039/100010663,,Primary,FP,FP
10.1186_s13073-019-0674-2,Missing,Missing,,FN,FN
10.1186_s12920-020-00737-6,https://doi.org/10.13039/501100004359,,Primary,FP,FP
10.1186_s13059-020-1949-z,https://doi.org/10.13039/100000002,,Primary,FP,FP
10.1128_spectrum.00422-24,K02411,,Secondary,FP,FP
10.1016_j.dib.2022.108797,https://doi.org/10.1594/pangaea.949117,Primary,Primary,TP,TP
10.1101_096297,https://doi.org/10.5281/zenodo.817658,Primary,,FN,FN
10.3389_fmicb.2024.1456637,SAMN12620704,Secondary,,TP,FN
10.1039_d0sc02676j,https://doi.org/10.13039/501100003621,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1029/2012gl052979,,Primary,FP,FP
10.1107_s2059798322005691,https://doi.org/10.18150/vazz2f,Primary,Primary,TP,TP
10.1186_s12863-017-0513-7,Missing,Missing,,FN,FN
10.3390_v11060565,EPI954554,Secondary,Secondary,TP,TP
10.1038_s41467-018-04041-x,https://doi.org/10.1594/pangaea.860727,,Primary,FP,FP
10.1186_s12885-018-4229-5,Missing,Missing,,FN,FN
10.1128_JVI.01717-21,EPI_ISL_293286,Primary,,TP,FN
10.1029_2021gl096173,https://doi.org/10.1175/amsmonographs-d-16-0006.1,,Primary,FP,FP
10.1098_rspb.2015.2726,https://doi.org/10.1086/673296,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1175/2010jcli3729,,Primary,FP,FP
10.1136_jitc-2021-003114,CVCL_1918,Secondary,Secondary,TP,TP
10.14358_pers.22-00039r2,https://doi.org/10.5066/p98lo5d4,Primary,,FN,FN
10.3133_ofr20231026,https://doi.org/10.3133/management-reconciling,,Primary,FP,FP
10.3897_bdj.7.e47369,Missing,Missing,,FN,FN
10.1016_j.cpc.2024.109087,https://doi.org/10.1038/s42254-019-0086-7,,Primary,FP,FP
10.1128_spectrum.00422-24,K02556,,Secondary,FP,FP
10.1039_d0sc03604h,Missing,Missing,,FN,FN
10.1371_journal.pone.0284951,https://doi.org/10.13039/100011947,,Primary,FP,FP
10.7554_eLife.63194,PRJEB43239,,Secondary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1103/physrev,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1098/rspb.2017.0967,,Primary,FP,FP
10.1111_1365-2656.12382,https://doi.org/10.5061/dryad.r390f,Primary,Primary,TP,TP
10.1371_journal.pone.0212669,E-GEOD-45670,Secondary,Secondary,TP,TP
10.1029_2023ea002840,https://doi.org/10.1038/ngeo2469,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1007/s10329-021-00920-y,,Primary,FP,FP
10.12688_f1000research.13483.1,https://doi.org/10.5256/f1000research.13483.d188591,Primary,Primary,TP,TP
10.1038_hdy.2013.74,https://doi.org/10.5061/dryad.75030,Primary,,FN,FN
10.1186_s12859-018-2414-9,Missing,Missing,,FN,FN
10.3390_v11060565,KX000717,,Secondary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1038/s43247-021-00175-x,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1016/j.jhevol.2018.02.003,,Primary,FP,FP
10.1098_rspb.2015.2726,https://doi.org/10.1016/j.tree.2010.05.003,,Primary,FP,FP
10.1186_s12920-018-0426-y,Missing,Missing,,FN,FN
10.1098_rspb.2015.2726,https://doi.org/10.1126/science.1136610,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1098/rsbl.2014.0249,,Primary,FP,FP
10.1029_2022gl100473,https://doi.org/10.5281/zenodo.6886498,Primary,Primary,TP,TP
10.1007_s00382-022-06361-7,https://doi.org/10.1175/jcli-d-16-0386,,Primary,FP,FP
10.1145_3461702.3462538,https://doi.org/10.18637/jss.v067.i01,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1899/12-002,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1176/ajp.123.2.121,,Primary,FP,FP
10.3390_v11060565,EPI1019556,Secondary,Secondary,TP,TP
10.1029_2022gl100473,https://doi.org/10.1126/science.284.5418.1337,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1029/2020e,,Primary,FP,FP
10.1186_s13568-018-0680-6,SRP144478,,Secondary,FP,FP
10.7717_peerj.10452,SAMN16233645,Primary,Primary,TP,TP
10.1038_s41598-020-59839-x,ENSBTAG00000017131,Secondary,Secondary,TP,TP
10.1186_s13059-019-1908-8,Missing,Missing,,FN,FN
10.1371_journal.pcbi.1011828,E-PROT-109,Secondary,Secondary,TP,TP
10.7554_eLife.72626,https://doi.org/10.1158/1535-7163.mct-08-1200,,Primary,FP,FP
10.1128_JVI.01717-21,EPI_ISL_293290,,Secondary,TP,FP
10.1029_2023wr035126,https://doi.org/10.1029/2011wr010604,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.15252/msb.20209923,,Primary,FP,FP
10.3897_zoologia.36.e32053,https://doi.org/10.13039/100000200,,Primary,FP,FP
10.1140_epjc_s10052-018-6033-4,Missing,Missing,,FN,FN
10.1038_s41598-020-59839-x,IPR021177,Secondary,Secondary,TP,TP
10.3389_feart.2023.1205211,https://doi.org/10.1016/j.margeo.2009.06.018,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.5194/cp-16-2431-2020,,Primary,FP,FP
10.1002_ece3.4466,https://doi.org/10.1002/(issn)2045-7758,,Primary,FP,FP
10.5194_acp-2021-570,https://doi.org/10.22033/esgf/cmip6.10843,Secondary,,FN,FN
10.3389_feart.2023.1205211,https://doi.org/10.5066/p9j10nh5,Primary,Primary,TP,TP
10.1371_journal.pcbi.1011828,E-PROT-101,Secondary,Secondary,TP,TP
10.1029_2023ea002840,https://doi.org/10.3763/ghgmm.2010.0007,,Primary,FP,FP
10.1128_spectrum.00422-24,PF03963,Secondary,Secondary,TP,TP
10.1186_s12863-019-0790-4,SRP158951,,Secondary,FP,FP
10.1371_journal.pone.0170126,https://doi.org/10.13039/501100006452,,Primary,FP,FP
10.1186_s13059-020-1949-z,GSM3630202,,Secondary,FP,FP
10.7554_elife.73695,https://doi.org/10.13039/100005156,,Primary,FP,FP
10.1039_d0sc01197e,https://doi.org/10.13039/100000001,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1038/s41598-019-51375-7,,Primary,FP,FP
10.1002_chem.202001412,https://doi.org/10.13039/100005156,,Primary,FP,FP
10.1039_d2cc00847e,https://doi.org/10.1021/jacs.8b12554,,Primary,FP,FP
10.1186_s12885-019-5681-6,https://doi.org/10.13039/501100008982,,Primary,FP,FP
10.1029_2022gl100473,https://doi.org/10.1016/j.tecto.2016.06.019,,Primary,FP,FP
10.1186_s13068-017-0901-2,GSE90611,,Secondary,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36120.v2,,Primary,TP,FP
10.1029_2023wr035126,https://doi.org/10.1029/2011wr011006,,Primary,FP,FP
10.1186_s12885-018-4768-9,https://doi.org/10.13039/100009123,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1016/j.neubiorev.2008.05.023,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.5194/cp-12-769-2016,,Primary,FP,FP
10.1039_d2cc00847e,https://doi.org/10.1002/anie.201900818,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1111/j.1365-246x.2007.03371.x,,Primary,FP,FP
10.1186_s13104-018-4014-1,SRX2499144,,Secondary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1103/physrevb.90.205133,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1029/2003wr002629,,Primary,FP,FP
10.3389_fcell.2020.618552,E-MTAB-9291,,Secondary,FP,FP
10.3389_fmicb.2024.1456637,SAMN12620701,,Primary,TP,FP
10.1080_21645515.2023.2189598,ENSMMUT00000015979,Secondary,,FN,FN
10.1107_s2059798322005691,https://doi.org/10.18150/vaojlj,Primary,Primary,TP,TP
10.1002_ece3.5395,https://doi.org/10.5441/001/1.c42j3js7,,Primary,FP,FP
10.1029_2022gl100473,https://doi.org/10.1038/s41586-022-04749-3,,Primary,FP,FP
10.5194_tc-17-3617-2023,https://doi.org/10.5067/modis/mod10a1f.061,Secondary,,FN,FN
10.1002_ecs2.4619,https://doi.org/10.2307/2265617,,Primary,FP,FP
10.1029_2022gl100473,https://doi.org/10.1029/2020gl090528,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1007/s00265-016-2075-5,,Primary,FP,FP
10.1186_s12974-020-01860-y,Missing,Missing,,FN,FN
10.1016_j.cpc.2024.109087,https://doi.org/10.1103/physrevb.94.214515,,Primary,FP,FP
10.3389_fmicb.2024.1456637,SAMN09534374,Secondary,,TP,FN
10.7554_elife.73695,https://doi.org/10.1007/s40675-020-00190-y,,Primary,FP,FP
10.1103_physrevresearch.4.023008,https://doi.org/10.1006/jssc.1995.1004,,Primary,FP,FP
10.1038_s41396-020-00885-8,IPR028730,Secondary,Secondary,TP,TP
10.1038_s41597-019-0101-y,SAMN10880039,,Primary,FP,FP
10.1073_pnas.1711872115,https://doi.org/10.5281/zenodo.1135371,Primary,,FN,FN
10.1186_gb-2010-11-10-r101,Missing,Missing,,FN,FN
10.1186_s13024-018-0266-4,https://doi.org/10.13039/100000002,,Primary,FP,FP
10.1038_s41597-023-02280-2,EMPIAR-10081,Secondary,Secondary,TP,TP
10.1007_s00382-022-06361-7,https://doi.org/10.1097/ee9.0000000000000114,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1029/2006gl026689,,Primary,FP,FP
10.1186_s12859-020-3496-8,https://doi.org/10.13039/501100001809,,Primary,FP,FP
10.1140_epjc_s10052-018-6468-7,https://doi.org/10.1140/epjc/s10052-018-6468-7,,Primary,FP,FP
10.1186_s12879-019-3766-0,https://doi.org/10.13039/501100005089,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1029/2011jd017020,,Primary,FP,FP
10.1186_s12915-018-0498-3,Missing,Missing,,FN,FN
10.1029_2023ea002840,https://doi.org/10.1111/gcb.13966,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1098/rspb.2018.0130,,Primary,FP,FP
10.1186_s13024-018-0254-8,Missing,Missing,,FN,FN
10.1186_s12870-018-1542-8,https://doi.org/10.13039/501100001809,,Primary,FP,FP
10.7554_eLife.63194,ERR2135448,Secondary,Secondary,TP,TP
10.7717_peerj.10452,SAMN16233642,Primary,Primary,TP,TP
10.7554_eLife.72626,https://doi.org/10.1016/j.jtbi.2018.11.034,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1029/1999gl900358,,Primary,FP,FP
10.1128_spectrum.00422-24,K06595,,Secondary,FP,FP
10.1371_journal.pone.0284951,https://doi.org/10.1002/mrm.21732,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1016/j.cell.2015.05.001,,Primary,FP,FP
10.1186_s13059-019-1749-5,Missing,Missing,,FN,FN
10.1093_beheco_arw167,https://doi.org/10.13039/501100000270,,Primary,FP,FP
10.1111_ejn.13855,https://doi.org/10.5281/zenodo.1158410,Primary,,FN,FN
10.1186_s13059-019-1924-8,GSM1872886,,Secondary,FP,FP
10.7554_elife.73695,https://doi.org/10.1016/j.cophys.2020.04.002,,Primary,FP,FP
10.1186_s40170-020-00212-x,https://doi.org/10.13039/100001784,,Primary,FP,FP
10.1128_spectrum.00422-24,K02412,Secondary,Secondary,TP,TP
10.3389_fmicb.2024.1456637,SAMN33094114,,Primary,FP,FP
10.1002_mp.14424,https://doi.org/10.13039/100000002,,Primary,FP,FP
10.1103_physrevresearch.4.023008,https://doi.org/10.1038/nmat2826,,Primary,FP,FP
10.1002_mp.14424,https://doi.org/10.13039/100000001,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1143/jpsj.80,,Primary,FP,FP
10.3133_cir1497,https://doi.org/10.5066/p9vysweh,Secondary,,FN,FN
10.1002_ecs2.4619,https://doi.org/10.1139/f04-144,,Primary,FP,FP
10.1140_epjc_s10052-016-4366-4,https://doi.org/10.1140/epjc/s10052-016-4366-4,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.5665/sleep.3584,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/j.epsl.2016.05.023,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1175/bams-d-15-00213.1,,Primary,FP,FP
10.1098_rspb.2015.2726,https://doi.org/10.1146/annurev-physiol-030212-183712,,Primary,FP,FP
10.1093_nar_gkp1049,3.30.450.20,Secondary,,FN,FN
10.3389_feart.2023.1205211,https://doi.org/10.1029/1999jb900159,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1130/0016-7606(2000)112<1209:totncf>2.0.co;2,,Primary,FP,FP
10.1111_gcb.14974,https://doi.org/10.1111/(issn)1365-2486,,Primary,FP,FP
10.1107_s2414314616007227,Missing,Missing,,FN,FN
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36398.v1,Secondary,,TP,FN
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr33525.v1,,Primary,TP,FP
10.1590_1981-86372019000243506,Missing,Missing,,FN,FN
10.7554_eLife.63194,PF00680,,Secondary,FP,FP
10.1111_ddi.13161,Missing,Missing,,FN,FN
10.7554_eLife.72626,CHEMBL3347551,,Secondary,TP,FP
10.1186_s13326-019-0195-3,https://doi.org/10.13039/100000002,,Primary,FP,FP
10.1590_0102-778632120150164,Missing,Missing,,FN,FN
10.1002_ecs2.4619,https://doi.org/10.25349/d9qw5x,Primary,Primary,TP,TP
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163789,Primary,,FN,FN
10.1029_2023ea002840,https://doi.org/10.1126/science.aaa8380,,Primary,FP,FP
10.1186_s13024-018-0254-8,GSE49329,,Secondary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.5194/nhess-18-3037-2018,,Primary,FP,FP
10.1186_s13059-020-1949-z,GSE133549,,Secondary,FP,FP
10.7554_eLife.63194,PF02170,Secondary,Secondary,TP,TP
10.1186_s12859-016-1206-3,GSE9138,,Secondary,FP,FP
10.3390_d13010019,https://doi.org/10.3170/2008-8-18374,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.5194/acp-12-11943-2012,,Primary,FP,FP
10.1039_d2cc00847e,https://doi.org/10.1021/jo800712q,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1143/jpsj.75.083702,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1016/j.anbehav.2017.09.015,,Primary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1007/s00027-018-0565-4,,Primary,FP,FP
10.1111_1365-2664.13136,https://doi.org/10.5061/dryad.bn7p2f5,Primary,Primary,TP,TP
10.3389_fmicb.2024.1456637,SAMN12620697,Secondary,,TP,FN
10.3897_zoologia.35.e23481,Missing,Missing,,FN,FN
10.1029_2023wr035126,https://doi.org/10.3390/w11081629,,Primary,FP,FP
10.1038_s41467-018-04041-x,https://doi.org/10.1594/pangaea.876062,Primary,Primary,TP,TP
10.1371_journal.pone.0212669,E-GEOD-53224,Secondary,Secondary,TP,TP
10.1111_cas.12935,P23142,Secondary,,FN,FN
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163783,Primary,,FN,FN
10.1590_0001-3765201920190822,Missing,Missing,,FN,FN
10.1039_d2cc00847e,https://doi.org/10.1039/c9cs00662a,,Primary,FP,FP
10.1017_rdc.2022.19,https://doi.org/10.11588/data/10100,Secondary,,FN,FN
10.1002_ecs2.4619,https://doi.org/10.1899/10-024.1,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1007/s11069-017-2867-6,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1175/jcli-d-14-00666.1,,Primary,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr34584.v1,Secondary,,TP,FN
10.3390_molecules191017026,Missing,Missing,,FN,FN
10.3389_fcimb.2024.1292467,EPI_ISL_2340614,Secondary,Secondary,TP,TP
10.1130_ges01387.1,https://doi.org/10.5066/f7qn64xq,Secondary,,FN,FN
10.3390_rs4102923,https://doi.org/10.1029/2001jd000438,,Primary,FP,FP
10.1590_1517-869220192505126869,Missing,Missing,,FN,FN
10.1002_ece3.6144,https://doi.org/10.1002/(issn)2045-7758,,Primary,FP,FP
10.1103_physrevresearch.4.023008,https://doi.org/10.1146/annurev.matsci.37.052506.084259,,Primary,FP,FP
10.1038_s41597-019-0101-y,https://doi.org/10.13039/501100010038,,Primary,FP,FP
10.3390_microorganisms8121872,CHEMBL4065616,Secondary,Secondary,TP,TP
10.7554_elife.62329,https://doi.org/10.13039/100000055,,Primary,FP,FP
10.1186_s12903-018-0656-6,https://doi.org/10.13039/501100001809,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.5194/bg-16-3997-2019,,Primary,FP,FP
10.1111_1365-2656.12491,https://doi.org/10.5061/dryad.h5j86,Primary,Primary,TP,TP
10.1098_rspb.2015.1498,https://doi.org/10.5061/dryad.rj7g1,Primary,Primary,TP,TP
10.1371_journal.pone.0284951,https://doi.org/10.1371/journal.pone.0224365,,Primary,FP,FP
10.3390_v11060565,EPI1387245,,Secondary,TP,FP
10.1590_1414-431x20198292,Missing,Missing,,FN,FN
10.1590_1678-4162-10032,Missing,Missing,,FN,FN
10.3389_fmicb.2024.1456637,SAMN12620693,,Primary,TP,FP
10.1029_2023ea002840,https://doi.org/10.1029/1999gb900100,,Primary,FP,FP
10.1242_dev.138545,https://doi.org/10.13039/501100001691,,Primary,FP,FP
10.3133_ofr20231026,https://doi.org/10.1007/bf00341316,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.5194/gc-4-517-2021,,Primary,FP,FP
10.1186_s13068-018-1316-4,GSE72765,,Secondary,FP,FP
10.1002_chem.202003167,DRX500,,Secondary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.3389/fevo.2021.707570,,Primary,FP,FP
10.1186_s40168-018-0532-2,PF01036,,Secondary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/j.geomorph,,Primary,FP,FP
10.3133_cir1497,https://doi.org/10.5066/f7wq01t3,Secondary,,FN,FN
10.1186_s13072-019-0285-6,GSE79033,,Secondary,FP,FP
10.1186_s12870-019-1632-2,SAMN10345064,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/j.geomorph.2022.108247,,Primary,FP,FP
10.1186_s12870-018-1542-8,GSE42871,,Secondary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1371/journal.pcbi.1008464,,Primary,FP,FP
10.1186_s12870-019-1632-2,PRJNA499783,,Secondary,FP,FP
10.1186_s40168-018-0532-2,ERP009498,,Secondary,FP,FP
10.1186_s40168-018-0550-0,https://doi.org/10.13039/501100000781,,Primary,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr30770.v1,Secondary,,TP,FN
10.1186_1471-244x-13-259,Missing,Missing,,FN,FN
10.1186_s12868-018-0468-2,https://doi.org/10.13039/501100001729,,Primary,FP,FP
10.1016_j.molcel.2018.11.006,https://doi.org/10.17632/jb4jjxsbb7.1,Primary,Primary,TP,TP
10.1186_s11689-019-9287-8,Missing,Missing,,FN,FN
10.3390_s23177333,https://doi.org/10.5281/zenodo.8090619,,Primary,TP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1103/physrevb,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1371/journal.pone.0031187,,Primary,FP,FP
10.1186_s13054-015-1052-0,GSE26378,,Secondary,FP,FP
10.1186_s12859-016-0938-4,Missing,Missing,,FN,FN
10.1186_s12920-019-0628-y,GSE16476,,Secondary,FP,FP
10.1002_ece3.5395,https://doi.org/10.5441/001/1.4192t2j4,,Primary,FP,FP
10.1186_s13068-018-1316-4,https://doi.org/10.13039/501100004608,,Primary,FP,FP
10.3133_ofr20231026,https://doi.org/10.1111/1365-2745.12450,,Primary,FP,FP
10.1107_s2052252514012081,Missing,Missing,,FN,FN
10.1186_s13039-022-00631-z,GSE87048,Secondary,Secondary,TP,TP
10.1029_2023wr035126,https://doi.org/10.1002/hyp.9628,,Primary,FP,FP
10.1186_s13024-018-0254-8,GSE74615,,Secondary,FP,FP
10.3390_d13010019,https://doi.org/10.6073/pasta/eeb59ddf840c51b93c4bc7b765d4d59f,Primary,Primary,TP,TP
10.1128_JVI.01717-21,EPI_ISL_293288,Primary,,TP,FN
10.1111_cas.12935,P17900,Secondary,,FN,FN
10.7554_elife.73695,https://doi.org/10.1371/journal.pone.0142533,,Primary,FP,FP
10.1098_rspb.2015.2726,https://doi.org/10.1038/cdd.2010.157,,Primary,FP,FP
10.3390_rs4102923,https://doi.org/10.1594/pangaea.775959,Secondary,,TP,FN
10.12688_f1000research.11698.1,https://doi.org/10.12688/f1000research.11698.2,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1016/j.gloplacha.2018.10.020,,Primary,FP,FP
10.3133_ofr20201035,https://doi.org/10.5066/p9wek4ji,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1023/b:ijop.0000019159.75573.13,,Primary,FP,FP
10.1039_d0sc03604h,https://doi.org/10.13039/501100001659,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.3390/w14101556,,Primary,FP,FP
10.1186_s13059-019-1840-y,https://doi.org/10.13039/100006521,,Primary,FP,FP
10.1128_JVI.01717-21,EPI_ISL_332401,,Secondary,TP,FP
10.1590_1807-3107bor-2019.vol33.0095,Missing,Missing,,FN,FN
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr33530.v1,Secondary,,TP,FN
10.1002_ecs2.4619,https://doi.org/10.1111/oik.03204,,Primary,FP,FP
10.7554_elife.63455,https://doi.org/10.5061/dryad.qnk98sffp,Primary,Primary,TP,TP
10.1073_pnas.1915395117,https://doi.org/10.6073/pasta/1a5760c3146c574c98db854ad6d3addc,Primary,,FN,FN
10.1111_gcb.13914,https://doi.org/10.1111/(issn)1365-2486,,Primary,FP,FP
10.1186_s13072-019-0285-6,GSE49733,,Secondary,FP,FP
10.1111_eva.12446,https://doi.org/10.1111/(issn)1752-4571,,Primary,FP,FP
10.1039_d1ee03696c,https://doi.org/10.1557/jmr.2010.0020,,Primary,FP,FP
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163784,Primary,,FN,FN
10.1186_s12864-019-6131-1,PRJEB22479,,Secondary,FP,FP
10.3389_fmicb.2024.1456637,SAMN12620702,,Primary,TP,FP
10.1016_j.molcel.2018.11.006,GSE69140,,Secondary,FP,FP
10.1186_s13059-019-1924-8,Missing,Missing,,FN,FN
10.1038_s41598-020-59839-x,ENSOARG00000001337,,Secondary,FP,FP
10.1186_s40170-020-00212-x,https://doi.org/10.13039/100000043,,Primary,FP,FP
10.3133_ofr20201035,https://doi.org/10.5066/p9zudioh,Primary,Primary,TP,TP
10.7554_elife.73695,https://doi.org/10.1002/ajp.23098,,Primary,FP,FP
10.1186_s13059-019-1749-5,https://doi.org/10.13039/501100000030,,Primary,FP,FP
10.1016_j.jlp.2022.104761,https://doi.org/10.23642/usn.15134442,Primary,,FN,FN
10.1038_s41598-020-59839-x,ENSBTAG00000034501,,Secondary,FP,FP
10.7554_elife.73695,https://doi.org/10.1016/j.anbehav.2010.08.005,,Primary,FP,FP
10.1039_d1ee03696c,https://doi.org/10.1021/jp103437y,,Primary,FP,FP
10.1186_s12885-017-3237-1,https://doi.org/10.13039/100000054,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1017/cbo9780511902581,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1594/pangaea.964085,Primary,Primary,TP,TP
10.1016_j.cpc.2024.109087,https://doi.org/10.1016/j.cpc.2020.107781,,Primary,FP,FP
10.1186_s12859-016-0938-4,GSM803363,,Secondary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1029/95jd02028,,Primary,FP,FP
10.1186_s12859-016-1206-3,Missing,Missing,,FN,FN
10.1007_s00382-022-06361-7,https://doi.org/10.1029/2017g,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.5281/zenodo.5905742,,Primary,FP,FP
10.1002_cssc.202201821,https://doi.org/10.26434/chemrxiv-2022-lrsjd-v2,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1093/bioinformatics/btx123,,Primary,FP,FP
10.1371_journal.pone.0191086,Missing,Missing,,FN,FN
10.1002_ece3.6784,https://doi.org/10.13039/501100001659,,Primary,FP,FP
10.1590_s1678-86212019000400340,Missing,Missing,,FN,FN
10.7554_elife.63455,https://doi.org/10.13039/501100012166,,Primary,FP,FP
10.1093_nar_gkp1049,3.40.50.1000,Secondary,,FN,FN
10.1186_s13024-018-0254-8,GSE101689,,Secondary,FP,FP
10.1016_j.jobe.2023.107105,https://doi.org/10.5281/zenodo.8014150,Primary,,FN,FN
10.1590_1980-5373-mr-2019-0338,Missing,Missing,,FN,FN
10.1371_journal.pone.0284951,https://doi.org/10.1016/j.neuroimage.2009.03.053,,Primary,FP,FP
10.1186_s13071-016-1359-y,https://doi.org/10.13039/100000060,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1002/grl.50097,,Primary,FP,FP
